credit_history,employment_status,collateral,payment_history,type_of_credit_accounts,public_records_and_collections,purpose_of_loan,income,assets_value,debt_to_income_ratio,length_of_credit_history,number_of_credit_inquiries,number_of_credit_accounts,number_of_credit_accounts_opened_last_12_months,current_balance_of_credit_accounts,total_credit_limit,total_credit_utilization,loan_amount,saving_account_balance,approval_status
Good,Unemployed,Land,Good,Student,None,Business,35839,18110,35,3,4,4,4,18918,6439,73,4333,7194,Rejected
Poor,Self-Employed,Land,Excellent,Other,Judgement,Other,28720,20250,43,5,0,1,3,9109,11317,65,1423,6594,Rejected
Poor,Employed,None,Excellent,Personal,Bankruptcy,Business,26562,18024,39,7,4,3,2,8384,16864,56,4689,15786,Rejected
Excellent,Self-Employed,None,Good,Personal,Bankruptcy,Other,14356,33267,22,100,4,0,0,1986,14770,29,3510,10647,Rejected
Excellent,Self-Employed,Land,Fair,Auto,Other,Car Financing,46683,20346,0,11,3,5,2,6917,7860,89,3035,19139,Rejected
Fair,Self-Employed,Car,Good,Personal,Collection,Business,49581,30493,42,64,5,4,3,11281,6376,15,3093,17555,Rejected
Excellent,Unemployed,Car,Poor,Other,Collection,Debt Consolidation,20409,27588,82,65,2,0,4,200,3947,44,2171,6275,Rejected
Good,Employed,Land,Good,Auto,Collection,Debt Consolidation,22623,41456,31,66,2,1,2,7926,13344,88,1143,6323,Approved
Excellent,Self-Employed,Land,Good,Student,Collection,Debt Consolidation,10557,10893,4,38,2,5,0,6115,4719,96,4714,15311,Rejected
Excellent,Unemployed,Investment,Excellent,Mortgage,Tax Lien,Home Improvement,38497,11222,20,92,3,0,0,10812,11485,99,2890,14895,Rejected
Good,Employed,House,Fair,Other,Other,Debt Consolidation,37714,20358,33,41,1,3,2,15268,10071,25,4838,10940,Approved
Excellent,Self-Employed,Car,Good,Other,Judgement,Car Financing,43744,17810,71,74,3,4,5,17334,6479,5,4357,2513,Rejected
Excellent,Unemployed,Land,Good,Mortgage,Bankruptcy,Debt Consolidation,22283,25797,58,76,4,4,5,5710,15912,1,3538,10302,Rejected
Poor,Unemployed,Investment,Fair,Auto,Other,Other,37914,42998,93,94,5,1,5,4067,4846,28,2907,6156,Rejected
Good,Self-Employed,Other,Fair,Auto,None,Car Financing,26314,35245,36,78,5,0,2,10784,18133,71,4976,7235,Rejected
Poor,Self-Employed,Car,Fair,Student,Other,Car Financing,24846,46097,53,40,0,3,4,11726,6096,45,3477,11898,Rejected
Excellent,Self-Employed,Other,Fair,Other,Tax Lien,Other,37543,36648,91,43,1,0,2,13105,14125,46,3080,13575,Rejected
Excellent,Employed,Other,Excellent,Personal,None,Business,24327,48838,45,41,3,1,4,1109,11092,88,2847,16575,Rejected
Excellent,Unemployed,None,Poor,Mortgage,Other,Home Improvement,28838,34906,92,98,4,1,3,1475,2800,5,2228,2704,Rejected
Fair,Employed,None,Poor,Mortgage,Tax Lien,Business,25438,21984,41,66,4,0,3,5683,19521,17,4761,142,Rejected
Poor,Self-Employed,Land,Fair,Student,Tax Lien,Business,39906,11232,99,57,2,2,1,10087,15291,93,1773,18044,Rejected
Excellent,Employed,None,Good,Mortgage,Bankruptcy,Home Improvement,45050,37602,31,6,0,2,3,2487,3050,67,4341,1423,Rejected
Fair,Self-Employed,Car,Good,Mortgage,Collection,Business,10407,31494,42,27,5,4,4,4784,15767,33,3576,10582,Rejected
Excellent,Self-Employed,None,Fair,Mortgage,Bankruptcy,Debt Consolidation,13210,28134,8,31,5,3,2,9720,4485,65,4888,13048,Rejected
Good,Unemployed,Investment,Fair,Mortgage,Bankruptcy,Home Improvement,14185,29485,51,44,5,4,2,9284,14499,98,4046,18565,Approved
Fair,Self-Employed,None,Good,Student,Other,Other,21887,45434,29,36,1,2,2,19786,13713,81,3167,1472,Rejected
Poor,Unemployed,Car,Fair,Auto,Judgement,Debt Consolidation,20508,15159,58,6,3,5,0,15395,14298,57,4875,9506,Rejected
Excellent,Self-Employed,None,Fair,Other,Other,Business,45633,11701,38,5,5,4,2,16912,12955,15,1964,11544,Rejected
Excellent,Unemployed,House,Fair,Auto,Other,Car Financing,20016,45158,31,10,4,1,3,2580,6173,47,1232,8203,Rejected
Poor,Employed,Investment,Poor,Student,Tax Lien,Other,19495,18161,96,67,5,0,1,12598,10583,42,2032,13987,Rejected
Excellent,Self-Employed,Car,Fair,Mortgage,Tax Lien,Debt Consolidation,24777,22155,78,89,0,2,4,4732,1598,35,1452,8374,Rejected
Good,Self-Employed,House,Fair,Auto,Bankruptcy,Home Improvement,29676,16620,16,56,2,4,0,14934,13376,69,1474,13857,Rejected
Good,Self-Employed,Other,Fair,Mortgage,Other,Car Financing,13744,27216,23,87,5,5,1,3867,9878,2,4863,7742,Approved
Good,Unemployed,Car,Good,Auto,Other,Home Improvement,22682,49273,13,71,0,1,4,4345,3473,92,1216,4458,Rejected
Good,Employed,None,Fair,Mortgage,Tax Lien,Debt Consolidation,13638,43966,61,26,2,0,4,12739,17331,95,1428,14465,Approved
Poor,Unemployed,Car,Poor,Auto,None,Home Improvement,31927,15430,54,65,3,3,5,6294,15236,10,3904,17549,Rejected
Good,Employed,Car,Excellent,Other,None,Car Financing,28313,34594,93,87,5,0,2,1258,3160,27,4067,4084,Approved
Good,Unemployed,Other,Excellent,Other,Collection,Debt Consolidation,16755,28904,99,42,5,1,3,11198,15122,84,1769,5902,Approved
Fair,Unemployed,Investment,Fair,Personal,Judgement,Car Financing,40143,35681,2,29,1,2,0,186,6085,5,2464,10926,Rejected
Fair,Self-Employed,Car,Fair,Other,Bankruptcy,Home Improvement,41189,34236,60,81,4,3,0,4826,3024,93,3127,16390,Rejected
Fair,Employed,Other,Fair,Personal,Tax Lien,Car Financing,43491,49574,40,57,3,5,0,5374,7868,100,1240,9313,Rejected
Excellent,Self-Employed,Land,Poor,Personal,None,Other,22229,20823,66,86,3,5,3,15412,16878,40,4266,14773,Rejected
Poor,Unemployed,House,Poor,Personal,None,Business,31006,11041,88,63,1,5,3,2409,924,97,3260,11579,Rejected
Fair,Self-Employed,Other,Excellent,Mortgage,None,Business,38229,48470,87,22,3,3,5,174,11913,8,2736,9056,Rejected
Poor,Self-Employed,Car,Fair,Auto,Bankruptcy,Debt Consolidation,13973,30719,25,95,5,4,3,19001,14661,85,3786,18460,Rejected
Fair,Self-Employed,Land,Fair,Personal,Judgement,Other,18378,40609,8,61,0,4,5,160,8585,16,3178,17179,Rejected
Excellent,Employed,Land,Good,Mortgage,Judgement,Car Financing,26298,48083,75,0,4,4,0,8939,2091,75,2054,16843,Rejected
Fair,Self-Employed,Land,Excellent,Auto,Collection,Home Improvement,17373,39188,4,71,2,4,1,13411,11436,67,4193,16548,Rejected
Fair,Unemployed,House,Poor,Student,Collection,Other,43123,44865,28,51,0,0,3,3711,13592,69,2672,9946,Rejected
Good,Self-Employed,Car,Fair,Auto,Bankruptcy,Debt Consolidation,32679,31031,99,57,4,4,0,4262,16618,62,1611,2091,Rejected
Fair,Unemployed,None,Excellent,Auto,Collection,Home Improvement,40502,33319,57,35,4,0,5,19273,1631,22,3565,7161,Rejected
Poor,Self-Employed,Car,Excellent,Personal,Tax Lien,Business,21908,49878,63,84,2,0,4,5602,1311,96,3056,15515,Rejected
Fair,Self-Employed,Car,Fair,Personal,Bankruptcy,Home Improvement,29359,15388,86,57,5,4,5,6502,13429,50,4059,7054,Rejected
Fair,Self-Employed,Investment,Good,Mortgage,Collection,Business,21719,44355,27,72,3,2,0,7388,17476,29,1493,2116,Rejected
Excellent,Self-Employed,Car,Excellent,Mortgage,Collection,Other,22753,29825,15,99,3,4,4,1261,723,92,1741,8238,Rejected
Excellent,Employed,Land,Fair,Mortgage,Other,Business,49820,41784,65,51,3,0,3,19324,4509,79,2712,16230,Rejected
Fair,Self-Employed,Other,Good,Auto,None,Business,38110,26101,86,35,1,2,3,8382,7723,2,3787,11064,Rejected
Good,Employed,House,Excellent,Personal,Judgement,Car Financing,26319,31771,5,90,1,5,5,18791,1913,48,1454,8543,Approved
Poor,Unemployed,House,Good,Personal,Collection,Debt Consolidation,27987,45476,30,6,4,3,2,6658,18277,4,1786,2586,Rejected
Good,Employed,Land,Poor,Personal,Tax Lien,Debt Consolidation,49525,45472,38,66,5,1,3,1031,18772,18,1333,8238,Approved
Fair,Employed,Investment,Poor,Student,Other,Business,28163,24538,12,47,5,4,5,17164,6158,13,3358,19761,Rejected
Good,Self-Employed,House,Excellent,Student,Other,Car Financing,11820,42532,91,59,2,1,2,13347,8019,31,4982,7478,Rejected
Fair,Employed,House,Excellent,Other,None,Business,22939,32677,99,33,0,1,5,19461,8885,79,3591,11642,Rejected
Good,Unemployed,Investment,Fair,Student,Collection,Business,43341,45295,17,72,5,3,1,1644,2677,40,2729,17590,Rejected
Fair,Unemployed,Land,Good,Mortgage,Judgement,Car Financing,49424,49597,14,87,0,0,0,19796,2683,50,4050,2894,Rejected
Poor,Employed,Land,Fair,Student,Bankruptcy,Home Improvement,33925,48608,29,99,3,2,4,11484,4548,10,3907,4529,Rejected
Fair,Employed,Investment,Good,Auto,Judgement,Home Improvement,21677,39846,31,61,1,5,5,2619,13113,86,4929,10558,Rejected
Good,Unemployed,Other,Excellent,Mortgage,Judgement,Car Financing,46815,31460,42,43,5,0,2,1151,6473,81,4451,1672,Rejected
Poor,Self-Employed,None,Poor,Other,None,Car Financing,30784,40895,91,64,5,5,0,2061,12724,79,4204,5254,Rejected
Good,Employed,House,Good,Auto,Bankruptcy,Home Improvement,32512,20388,82,82,0,1,1,15417,9103,95,3434,7757,Approved
Excellent,Unemployed,House,Fair,Student,Judgement,Home Improvement,39686,14183,57,95,2,0,2,17117,11291,51,1038,2232,Rejected
Excellent,Unemployed,Other,Good,Mortgage,Collection,Debt Consolidation,31647,20112,57,27,5,0,3,18252,14583,86,2789,11580,Rejected
Excellent,Self-Employed,Investment,Good,Other,Judgement,Car Financing,37555,41348,100,97,2,4,1,5276,19603,95,4902,16427,Rejected
Excellent,Self-Employed,House,Poor,Other,None,Other,40653,46748,58,36,5,0,0,19556,1285,25,2055,12185,Rejected
Good,Self-Employed,Other,Good,Other,Collection,Debt Consolidation,29236,44551,64,54,3,5,0,3647,3353,12,1952,3135,Rejected
Poor,Unemployed,Investment,Fair,Mortgage,Other,Debt Consolidation,47563,38685,48,40,0,3,2,10579,15287,96,1742,14434,Rejected
Fair,Self-Employed,House,Poor,Personal,Bankruptcy,Home Improvement,37032,46853,74,35,0,1,4,9102,4150,74,3625,14859,Rejected
Good,Self-Employed,Car,Good,Personal,Tax Lien,Debt Consolidation,19537,24305,17,16,3,5,2,2524,16696,28,3398,3340,Rejected
Poor,Self-Employed,Investment,Good,Other,Bankruptcy,Home Improvement,31909,25927,59,44,1,1,0,11415,6007,65,1847,6572,Rejected
Good,Self-Employed,None,Fair,Personal,None,Home Improvement,35038,17219,2,77,5,3,0,18985,10648,15,4455,13512,Approved
Poor,Self-Employed,House,Fair,Mortgage,Bankruptcy,Other,16175,17472,64,96,1,2,4,4788,13701,15,1274,5945,Rejected
Fair,Self-Employed,Other,Good,Auto,Tax Lien,Home Improvement,39686,20769,80,95,1,1,5,15687,2851,53,3812,618,Rejected
Poor,Self-Employed,Investment,Good,Mortgage,Other,Business,20316,18088,19,19,2,0,5,4659,6497,16,4915,2079,Rejected
Fair,Self-Employed,Land,Good,Other,Bankruptcy,Home Improvement,49541,11749,75,2,0,5,5,2859,18297,22,2770,11514,Rejected
Fair,Unemployed,Investment,Excellent,Personal,Tax Lien,Car Financing,22665,10859,91,96,1,3,3,10984,6076,26,1364,7810,Rejected
Good,Self-Employed,Other,Poor,Student,Judgement,Business,34580,25881,42,32,3,5,4,17555,9011,64,1774,6340,Approved
Excellent,Self-Employed,Investment,Fair,Personal,Collection,Other,28713,36752,37,9,5,0,2,905,5737,35,1237,8515,Rejected
Poor,Self-Employed,Car,Poor,Student,Judgement,Business,28558,45820,82,57,1,4,3,3251,19252,57,4328,17636,Rejected
Fair,Unemployed,Other,Fair,Student,Bankruptcy,Home Improvement,12827,15711,0,77,5,5,2,4973,18120,88,1410,10673,Rejected
Excellent,Self-Employed,None,Poor,Auto,None,Business,36652,10168,73,42,5,5,5,8154,2956,23,2642,3095,Rejected
Good,Unemployed,Car,Good,Auto,Judgement,Car Financing,29738,47101,41,69,0,2,2,15238,18560,2,3687,215,Rejected
Good,Unemployed,Other,Excellent,Auto,Collection,Car Financing,44228,39451,77,24,0,1,2,3555,6724,22,4837,11349,Rejected
Fair,Unemployed,House,Poor,Auto,Collection,Home Improvement,21119,45325,82,92,2,1,5,7814,2022,30,1383,19921,Rejected
Excellent,Unemployed,Car,Fair,Other,Collection,Business,22687,35027,2,55,0,4,3,16379,1154,98,1482,19647,Rejected
Poor,Employed,Other,Excellent,Mortgage,Judgement,Business,19947,14390,26,13,3,3,1,4714,5803,95,2173,3001,Rejected
Poor,Employed,Investment,Excellent,Mortgage,Collection,Business,37024,29156,60,72,2,4,2,2946,3524,3,2466,17094,Rejected
Excellent,Unemployed,None,Good,Personal,None,Debt Consolidation,21359,19205,97,81,2,1,2,16677,16409,56,3273,347,Rejected
Fair,Unemployed,Land,Poor,Auto,Tax Lien,Other,43839,39427,36,5,3,1,2,16002,15208,77,4071,1150,Rejected
Excellent,Self-Employed,Investment,Excellent,Mortgage,Collection,Home Improvement,41233,16781,15,79,4,4,3,17432,13480,9,2875,16368,Rejected
Poor,Self-Employed,None,Good,Student,Judgement,Car Financing,18730,10129,23,97,5,4,0,1245,18244,89,1385,1318,Rejected
Excellent,Unemployed,Other,Excellent,Student,Collection,Home Improvement,24308,40481,0,32,5,0,2,7525,13140,54,3400,6847,Rejected
Poor,Unemployed,Car,Poor,Personal,None,Car Financing,27916,37273,21,54,5,0,5,13344,14851,75,2309,18344,Rejected
Fair,Unemployed,Land,Good,Auto,Tax Lien,Debt Consolidation,13095,22720,18,9,4,0,5,15315,1896,72,3921,66,Rejected
Excellent,Employed,Car,Excellent,Auto,None,Business,26509,47895,0,28,3,5,3,15800,12046,78,3545,1804,Rejected
Fair,Self-Employed,Investment,Poor,Auto,Judgement,Home Improvement,17731,41255,78,10,0,0,2,9297,7032,47,4078,8711,Rejected
Excellent,Unemployed,Land,Good,Other,Collection,Car Financing,29405,41914,22,61,2,0,0,13499,10657,22,4241,454,Rejected
Fair,Unemployed,Car,Excellent,Student,Other,Debt Consolidation,12630,17253,50,23,4,2,3,19782,4430,67,3890,17700,Rejected
Fair,Unemployed,Other,Excellent,Auto,Tax Lien,Debt Consolidation,19152,24651,46,30,0,1,5,11899,17537,48,1211,19250,Rejected
Poor,Self-Employed,Car,Fair,Mortgage,Bankruptcy,Business,20542,12181,48,65,0,0,3,1464,16275,43,4323,10804,Rejected
Poor,Employed,House,Poor,Student,None,Debt Consolidation,18035,11579,79,80,5,0,3,7065,18176,75,1606,10310,Rejected
Fair,Self-Employed,Investment,Good,Auto,Other,Car Financing,32074,38933,65,58,0,1,0,18545,12355,28,2883,11757,Rejected
Poor,Unemployed,None,Fair,Student,Judgement,Debt Consolidation,14110,13368,4,70,2,3,2,17415,15800,33,3178,5572,Rejected
Excellent,Employed,House,Excellent,Other,Tax Lien,Debt Consolidation,10064,25403,50,48,2,4,5,13548,16657,59,4153,14101,Rejected
Good,Self-Employed,Investment,Fair,Student,Judgement,Debt Consolidation,48612,47782,32,6,1,1,4,18521,10572,41,4267,14149,Rejected
Fair,Self-Employed,House,Excellent,Personal,Other,Debt Consolidation,43319,18276,56,47,3,2,2,17942,17622,52,3049,2270,Rejected
Poor,Self-Employed,Other,Poor,Other,Bankruptcy,Other,31905,37635,64,82,5,1,4,5249,7851,38,2791,7429,Rejected
Fair,Unemployed,Land,Fair,Personal,Tax Lien,Debt Consolidation,49837,32536,31,77,1,1,2,2513,9671,46,3093,16944,Rejected
Excellent,Employed,Other,Fair,Student,Collection,Other,47921,30012,13,90,4,1,4,15352,10900,8,2060,9479,Rejected
Poor,Unemployed,Investment,Fair,Personal,Tax Lien,Home Improvement,33667,17194,21,42,1,4,1,9507,7415,98,3278,9318,Rejected
Poor,Unemployed,Investment,Poor,Auto,Other,Business,22068,21884,5,37,1,0,2,6931,2924,93,4959,18266,Rejected
Poor,Unemployed,None,Poor,Mortgage,None,Debt Consolidation,16640,12456,48,19,3,0,3,3607,1858,54,1335,5823,Rejected
Fair,Self-Employed,House,Good,Mortgage,Judgement,Home Improvement,49588,18379,87,43,2,1,0,19181,13076,77,2645,12991,Rejected
Fair,Self-Employed,Car,Fair,Student,Other,Home Improvement,43637,42024,59,56,2,1,4,19817,8721,90,1214,5840,Rejected
Fair,Unemployed,Other,Fair,Mortgage,Bankruptcy,Car Financing,28738,46186,12,4,4,5,2,5639,7555,14,2585,11871,Rejected
Good,Self-Employed,None,Poor,Student,Other,Business,48649,13022,39,93,5,2,3,357,7956,74,2903,18099,Approved
Fair,Self-Employed,House,Excellent,Personal,Judgement,Other,40303,42447,54,68,4,2,3,4622,11650,86,2202,11344,Rejected
Fair,Self-Employed,Car,Fair,Auto,Collection,Business,36952,16720,95,9,0,1,4,14941,753,27,2273,7975,Rejected
Good,Self-Employed,House,Good,Student,Other,Other,45286,45678,9,69,1,2,5,15130,2391,87,3235,16558,Approved
Excellent,Employed,Land,Poor,Auto,Judgement,Home Improvement,49499,19360,95,87,0,3,3,17060,8497,50,3512,4226,Rejected
Excellent,Unemployed,None,Fair,Other,Bankruptcy,Home Improvement,34099,39784,13,87,3,3,4,4480,8804,28,2064,9281,Rejected
Good,Self-Employed,None,Excellent,Personal,Other,Home Improvement,22343,21178,94,1,4,1,2,18945,5811,29,4898,1138,Rejected
Excellent,Self-Employed,Other,Poor,Personal,Tax Lien,Home Improvement,17614,29963,51,4,1,4,2,7036,3611,67,3751,4637,Rejected
Good,Self-Employed,Investment,Excellent,Student,Tax Lien,Car Financing,18597,31511,22,12,3,3,1,15976,12931,67,1465,2409,Approved
Poor,Employed,Land,Excellent,Personal,Other,Home Improvement,17207,39384,95,98,5,4,1,3124,16084,52,1340,10750,Rejected
Poor,Unemployed,House,Poor,Auto,Judgement,Home Improvement,25550,12521,4,53,4,5,4,3273,8082,45,3754,5953,Rejected
Fair,Employed,Investment,Fair,Other,Bankruptcy,Car Financing,15893,15141,47,38,2,0,0,4592,15909,39,2881,16361,Rejected
Excellent,Unemployed,Land,Fair,Personal,Collection,Other,40228,11620,20,69,3,2,3,11770,15977,54,4862,13366,Rejected
Excellent,Self-Employed,None,Poor,Mortgage,Collection,Business,21653,26273,74,76,2,2,2,3491,16679,100,1079,16994,Rejected
Poor,Unemployed,Investment,Poor,Student,Other,Car Financing,15544,34145,9,81,2,4,3,8412,19546,44,4414,2681,Rejected
Excellent,Self-Employed,House,Poor,Other,Other,Home Improvement,21319,17857,56,14,5,1,3,2813,5812,89,3851,27,Rejected
Good,Self-Employed,Car,Fair,Personal,Collection,Other,25245,40350,36,58,4,3,1,14159,6923,3,3989,7567,Approved
Good,Self-Employed,None,Excellent,Mortgage,Bankruptcy,Other,13648,39619,53,64,5,5,4,15782,3107,46,2647,14381,Approved
Good,Self-Employed,Car,Excellent,Mortgage,Bankruptcy,Car Financing,38040,17556,44,19,4,0,4,5234,17292,81,2063,9136,Approved
Excellent,Employed,Other,Fair,Personal,Tax Lien,Debt Consolidation,44471,23417,22,95,2,0,4,6563,916,11,4164,6572,Rejected
Excellent,Employed,None,Poor,Mortgage,None,Debt Consolidation,46635,48898,15,67,1,0,2,1120,4305,87,2552,16994,Rejected
Good,Unemployed,Other,Fair,Personal,Judgement,Car Financing,26709,17972,58,56,3,4,1,11700,6663,22,4126,13248,Rejected
Fair,Unemployed,Investment,Good,Auto,None,Other,11192,38249,96,73,5,2,2,7873,14066,7,4388,18220,Rejected
Poor,Unemployed,Land,Fair,Other,Bankruptcy,Car Financing,35386,23746,88,59,5,1,4,7736,4545,56,4058,15846,Rejected
Fair,Employed,House,Poor,Personal,None,Car Financing,33800,21198,15,70,0,0,0,3570,14787,16,3409,19399,Rejected
Poor,Unemployed,None,Excellent,Student,Collection,Debt Consolidation,29201,19047,24,24,1,1,3,18452,8352,45,3341,16316,Rejected
Fair,Unemployed,None,Excellent,Student,Collection,Debt Consolidation,14080,15137,19,42,3,5,1,18609,18537,27,4943,13011,Rejected
Fair,Self-Employed,Land,Fair,Other,Other,Car Financing,41943,45818,71,91,4,3,5,11491,9972,23,1846,8018,Rejected
Good,Self-Employed,None,Poor,Other,Other,Debt Consolidation,35876,40193,7,70,3,5,0,19183,9982,38,4788,10433,Rejected
Excellent,Unemployed,Other,Excellent,Personal,None,Business,23930,41620,96,41,0,1,0,15438,14463,72,1566,2906,Rejected
Poor,Employed,Car,Good,Student,Judgement,Car Financing,15068,41901,36,75,3,5,4,17067,1144,15,1775,19003,Rejected
Good,Unemployed,Investment,Fair,Auto,None,Business,43019,48799,46,79,3,4,4,7818,8672,1,1419,8928,Rejected
Good,Employed,House,Excellent,Personal,Collection,Other,49172,11256,72,21,5,4,0,18561,13729,74,2771,13979,Rejected
Excellent,Employed,Car,Fair,Mortgage,Bankruptcy,Other,35020,17819,34,73,3,5,0,13580,2060,100,1248,9958,Rejected
Excellent,Self-Employed,House,Good,Auto,Other,Debt Consolidation,15302,15732,4,1,4,2,1,7595,3297,92,3814,1605,Rejected
Good,Self-Employed,Investment,Poor,Other,Bankruptcy,Home Improvement,30430,38462,88,33,1,1,4,3654,11713,97,1459,1677,Approved
Excellent,Self-Employed,Other,Good,Other,Bankruptcy,Other,21260,44188,58,3,5,0,5,13891,11778,0,1294,15069,Rejected
Good,Unemployed,Car,Excellent,Mortgage,Judgement,Business,20607,42414,44,7,5,2,4,14016,7274,100,4968,1253,Rejected
Excellent,Employed,None,Poor,Student,Judgement,Debt Consolidation,39447,22473,49,58,4,5,1,15831,12127,26,1916,3237,Rejected
Good,Employed,Investment,Fair,Auto,None,Debt Consolidation,19201,11074,98,44,4,1,1,1986,14749,52,1900,1990,Rejected
Excellent,Employed,Car,Good,Personal,Bankruptcy,Home Improvement,43758,45544,81,21,1,4,3,14126,9585,89,3724,6020,Rejected
Fair,Self-Employed,None,Fair,Student,Tax Lien,Debt Consolidation,33364,46856,26,97,5,4,1,4162,3711,93,4910,12302,Rejected
Fair,Unemployed,Land,Excellent,Student,Bankruptcy,Debt Consolidation,37391,34790,44,39,0,2,0,18895,16620,26,4248,19320,Rejected
Excellent,Unemployed,Car,Good,Mortgage,Bankruptcy,Home Improvement,22203,39260,34,83,1,1,5,11712,15838,47,4584,13307,Rejected
Fair,Self-Employed,Other,Good,Other,Judgement,Other,39933,18678,29,71,5,2,3,11281,103,93,2989,1105,Rejected
Good,Employed,Car,Good,Student,Judgement,Debt Consolidation,44089,43326,39,52,0,1,0,10215,6637,60,2033,4463,Rejected
Fair,Self-Employed,Car,Excellent,Student,Tax Lien,Home Improvement,27385,27254,34,60,1,0,5,9659,3998,72,4907,632,Rejected
Excellent,Employed,House,Excellent,Personal,Collection,Car Financing,14700,42353,0,17,5,5,5,1931,7578,86,1028,3813,Rejected
Poor,Unemployed,Car,Poor,Student,Bankruptcy,Other,42539,35773,57,0,5,5,2,3229,4000,92,4903,1318,Rejected
Poor,Unemployed,Investment,Good,Other,Collection,Debt Consolidation,41622,13475,40,17,3,0,1,18966,14465,100,3696,1004,Rejected
Good,Self-Employed,Other,Excellent,Mortgage,Judgement,Car Financing,39368,36323,17,58,2,4,4,19072,18176,30,3308,9332,Rejected
Excellent,Unemployed,Other,Fair,Student,Collection,Other,10133,42088,16,56,5,0,4,9076,10377,56,3237,14072,Rejected
Excellent,Self-Employed,Other,Poor,Mortgage,None,Car Financing,32489,33088,22,99,0,1,3,9684,3235,36,4701,9057,Rejected
Fair,Unemployed,Land,Poor,Personal,Tax Lien,Car Financing,43785,28033,68,30,4,5,5,15868,14618,18,3350,1742,Rejected
Poor,Self-Employed,Car,Poor,Auto,Other,Car Financing,38025,33303,86,40,2,2,4,599,12898,81,4521,10834,Rejected
Excellent,Employed,Investment,Good,Auto,Bankruptcy,Business,37275,18276,67,65,5,4,2,2607,2934,97,2909,12123,Rejected
Poor,Unemployed,House,Poor,Auto,Judgement,Car Financing,41069,30143,94,41,4,5,3,12273,19531,73,3293,17966,Rejected
Excellent,Unemployed,Land,Excellent,Auto,Judgement,Other,27351,38642,88,38,4,0,4,15304,17437,13,3689,143,Rejected
Fair,Employed,Other,Excellent,Personal,Other,Car Financing,43650,46316,8,69,2,3,4,12070,8781,90,1341,4411,Rejected
Good,Employed,None,Excellent,Other,Tax Lien,Other,26289,32619,96,62,5,0,1,250,16153,53,3784,993,Rejected
Good,Unemployed,None,Fair,Personal,Bankruptcy,Other,11340,32763,28,23,0,1,5,9410,6143,43,4233,2194,Rejected
Good,Employed,House,Fair,Auto,Bankruptcy,Home Improvement,20453,25385,23,80,4,4,1,2459,17102,40,1313,17128,Approved
Good,Employed,Investment,Excellent,Auto,Tax Lien,Car Financing,28844,40877,34,48,2,1,5,9917,169,76,3023,406,Rejected
Poor,Unemployed,None,Fair,Auto,Bankruptcy,Business,21152,22889,48,49,3,5,1,8244,18468,34,3133,13988,Rejected
Poor,Self-Employed,Land,Fair,Mortgage,None,Debt Consolidation,16584,46476,77,46,0,2,3,14243,12688,12,1338,11140,Rejected
Fair,Self-Employed,None,Fair,Mortgage,Bankruptcy,Car Financing,48528,11269,93,52,2,5,1,9594,2314,3,3474,2496,Rejected
Good,Self-Employed,House,Fair,Student,Judgement,Other,45395,47264,16,62,5,0,4,16323,13315,33,2474,3244,Approved
Fair,Self-Employed,Car,Poor,Student,Tax Lien,Home Improvement,28847,17170,6,5,1,5,1,12814,12756,91,3752,12621,Rejected
Fair,Self-Employed,Land,Poor,Student,Tax Lien,Other,10476,17637,17,65,3,5,3,13711,15206,67,2154,13936,Rejected
Fair,Unemployed,Car,Excellent,Student,None,Debt Consolidation,11447,21419,96,24,2,5,5,12203,119,65,3546,2412,Rejected
Excellent,Unemployed,Investment,Excellent,Auto,Tax Lien,Debt Consolidation,20282,33674,91,55,5,0,1,955,13828,15,4567,2187,Rejected
Good,Self-Employed,Land,Good,Personal,Bankruptcy,Other,30371,24212,72,83,3,3,2,12982,6895,1,2130,16271,Approved
Fair,Employed,None,Poor,Student,Other,Other,40816,16085,71,62,0,0,3,19438,13301,54,1437,4650,Rejected
Poor,Unemployed,Investment,Poor,Auto,None,Business,48062,16677,94,27,4,3,5,18973,19759,70,1266,7614,Rejected
Poor,Unemployed,Car,Poor,Other,Collection,Home Improvement,38713,14410,1,65,2,5,4,11602,3091,84,4989,428,Rejected
Excellent,Self-Employed,Investment,Excellent,Auto,Other,Debt Consolidation,10979,40170,68,37,0,0,0,16797,12186,68,2293,3076,Rejected
Excellent,Self-Employed,Car,Fair,Other,Judgement,Home Improvement,40690,19357,40,85,1,3,0,8240,13800,12,1550,16681,Rejected
Excellent,Unemployed,Car,Good,Personal,Collection,Business,21880,23653,33,42,1,1,5,10793,18760,77,3293,6057,Rejected
Good,Employed,Car,Fair,Auto,Other,Debt Consolidation,42463,13317,88,73,2,1,4,7762,15158,88,3988,13344,Approved
Fair,Employed,Land,Excellent,Other,Bankruptcy,Car Financing,36303,30689,90,45,3,4,1,1867,217,32,4923,14440,Rejected
Poor,Employed,Investment,Excellent,Mortgage,Other,Other,48333,26230,47,0,0,0,2,16670,14649,21,4343,823,Rejected
Fair,Employed,Car,Good,Personal,Bankruptcy,Other,17790,49776,46,86,2,5,1,7138,17130,78,2123,2612,Rejected
Good,Self-Employed,House,Good,Mortgage,Collection,Business,12451,18141,12,9,1,3,4,8382,9302,76,3268,3982,Rejected
Poor,Employed,Land,Excellent,Auto,Tax Lien,Other,41863,15713,53,82,3,5,3,8951,19183,75,4487,17254,Rejected
